title;description;amount;average_per_member;date_purchased;date_created;last_update;user_id;category_id;group_id;is_deleted
Vollcorner ;;38.73;19.365;2024-12-09;2024-12-09;;1;18;3;false
DM;;11.75;5.875;2024-12-09;2024-12-09;;2;22;3;false
Edeka;;50.26;25.13;2024-12-06;2024-12-06;;1;18;3;false
Vollcorner ;;40.46;20.23;2024-12-03;2024-12-03;;1;18;3;false
Rossmann;;7.45;3.725;2024-11-30;2024-11-30;;2;18;3;false
Vollcorner;;10.68;5.34;2024-11-30;2024-11-30;;2;18;3;false
Vollcorner ;;35.05;17.525;2024-11-30;2024-11-30;;1;18;3;false
Edeka;;51.83;25.915;2024-11-30;2024-11-30;;1;18;3;false
DM;;14.35;7.175;2024-11-30;2024-11-30;;1;22;3;false
Edeka ;;9.86;4.93;2024-11-29;2024-11-29;;2;18;3;false
Strom SWM;;36;18;2024-11-28;2024-11-28;;2;20;3;false
Edeka;Brotzeit ;19.93;9.965;2024-11-26;2024-11-26;;2;18;3;false
Galeria Kaufhof;Geschenk Jenny ;34.87;17.435;2024-11-23;2024-11-23;;2;17;3;false
Galeria Kaufhof;Brown cheese ;28.07;14.035;2024-11-23;2024-11-23;;2;18;3;false
Edeka;;26.33;13.165;2024-11-23;2024-11-23;;2;18;3;false
Edeka ;;51;25.5;2024-11-23;2024-11-23;;2;18;3;false
Edeka ;;37.92;18.96;2024-11-22;2024-11-22;;1;18;3;false
Internet;;37.4;18.7;2024-11-22;2024-11-22;;1;20;3;false
Edeka;;112.05;56.025;2024-11-16;2024-11-16;;2;18;3;false
Bauhaus;Rollen für Möbel ;20.8;10.4;2024-11-16;2024-11-16;;2;20;3;false
Vollcorner ;;26.9;13.45;2024-11-16;2024-11-16;;2;18;3;false
Vollcorner ;Brot;5.05;2.525;2024-11-16;2024-11-16;;1;18;3;false
Rossmann;Nusskernmischung + Spültücher;14.87;7.435;2024-11-16;2024-11-16;;1;18;3;false
TÜV ;;300;150;2024-11-09;2024-11-09;;1;24;3;false
Vollcorner;;18.04;9.02;2024-11-09;2024-11-09;;2;18;3;false
Edeka;;74;37;2024-11-09;2024-11-09;;2;18;3;false
Netflix;;13.99;6.995;2024-11-08;2024-11-08;;2;20;3;false
Edeka;Beotzeit;28;14;2024-11-04;2024-11-04;;2;18;3;false
Vollcorner ;;28.33;14.165;2024-11-02;2024-11-02;;2;18;3;false
Hopfpfisterei;;9.64;4.82;2024-11-02;2024-11-02;;2;18;3;false
Ausgleichszahlung an Montse;;960;480;2024-11-02;2024-11-02;;1;16;3;false
Ausgleichszahlung von Sven;-960;-960;-480;2024-11-02;2024-11-02;;2;16;3;false
Rossmann;Nussmischung;6.99;3.495;2024-11-02;2024-11-02;;2;18;3;false
Edeka;Kürbiskerne;4.09;2.045;2024-11-02;2024-11-02;;2;18;3;false
Strom Oktober;;66.14;33.07;2024-10-31;2024-10-31;;2;20;3;false
Edeka;;24.78;12.39;2024-10-29;2024-10-29;;2;18;3;false
DM;Gasflasche & Waschmittel ;12.3;6.15;2024-10-28;2024-10-28;;1;22;3;false
Vollcorner ;;38.31;19.155;2024-10-28;2024-10-28;;1;18;3;false
Mexiko;Abendessen Toluca;79.51;39.755;2024-10-28;2024-10-28;;2;26;3;false
Edeka ;;93.09;46.545;2024-10-28;2024-10-28;;1;18;3;false
Mexico;Volaría GDL - TLC;185.12;92.56;2024-10-24;2024-10-24;;2;26;3;false
Internet ;;37.4;18.7;2024-10-22;2024-10-22;;1;20;3;false
Mexiko ;Argentinisches Restaurant ;76.48;38.24;2024-10-18;2024-10-18;;2;26;3;false
Mexiko ;Ausflüge Teotihuacán, Tula, Volcán;34.7;17.35;2024-10-16;2024-10-16;;2;26;3;false
Mexiko;Sprit;153;76.5;2024-10-16;2024-10-16;;2;26;3;false
Mexiko;Sonstiges und k.a.;85;42.5;2024-10-16;2024-10-16;;2;26;3;false
Mexiko ;SIM-Karte;10;5;2024-10-16;2024-10-16;;2;26;3;false
Mexiko;Regalod;107;53.5;2024-10-16;2024-10-16;;2;26;3;false
Mexiko;Mobilität;214.7;107.35;2024-10-16;2024-10-16;;2;26;3;false
Mexiko;Lebensmittel ;41.2;20.6;2024-10-16;2024-10-16;;2;26;3;false
Mexiko ;Hotel San Pancho;162;81;2024-10-16;2024-10-16;;2;26;3;false
Urlaub;Essen, Restaurants;526;263;2024-10-16;2024-10-16;;2;26;3;false
ARD ZDF;;55.08;27.54;2024-10-15;2024-10-15;;2;20;3;false
Mexiko;Mietwagen;263.14;131.57;2024-10-09;2024-10-09;;2;26;3;false
Mexico;Aeromexico MEX - GDL;127.05;63.525;2024-10-09;2024-10-09;;2;26;3;false
Netflix;;13.99;6.995;2024-10-08;2024-10-08;;2;20;3;false
Urlaub Mexiko ;Telcel SIM Karte;7.3;3.65;2024-10-07;2024-10-07;;2;26;3;false
Urlaub Mexiko;Hotel CDMX;70.42;35.21;2024-10-07;2024-10-07;;2;26;3;false
Mexico ;Essen am Flughafen in München ;25.8;12.9;2024-10-05;2024-10-05;;1;26;3;false
Edeka;;8.63;4.315;2024-10-04;2024-10-04;;2;18;3;false
Strom September ;;35;17.5;2024-09-30;2024-09-30;;2;20;3;false
Oktoberfest ;Mit Jenny, Christian, Milena und Kilian ;78;39;2024-09-29;2024-09-29;;1;15;3;false
DM;;13.8;6.9;2024-09-28;2024-09-28;;1;22;3;false
Vollcorner ;;27.82;13.91;2024-09-28;2024-09-28;;1;18;3;false
Hofpfisterei;pan;8.26;4.13;2024-09-28;2024-09-28;;2;18;3;false
Edeka ;;42.91;21.455;2024-09-28;2024-09-28;;1;18;3;false
Vollcorner ;;18.06;9.03;2024-09-26;2024-09-26;;2;18;3;false
Vollcorner;;5.98;2.99;2024-09-25;2024-09-25;;2;18;3;false
Ausgleichszahlung an Montse ;;500;250;2024-09-24;2024-09-24;;1;16;3;false
Ausgleichzahlung von Sven;-500.00;-500;-250;2024-09-24;2024-09-24;;2;16;3;false
Edeka;;4.99;2.495;2024-09-21;2024-09-21;;2;18;3;false
Rossman ;Nusskernmischung 2x;13.98;6.99;2024-09-21;2024-09-21;;1;18;3;false
Vollcorner ;;46.24;23.12;2024-09-21;2024-09-21;;1;18;3;false
Edeka ;;93.94;46.97;2024-09-21;2024-09-21;;1;18;3;false
Internet ;;37.4;18.7;2024-09-20;2024-09-20;;1;20;3;false
Benzin;;49.52;24.76;2024-09-19;2024-09-19;;2;24;3;false
Waschstraße;;15;7.5;2024-09-19;2024-09-19;;2;24;3;false
DM;Gasflasche ;20.7;10.35;2024-09-14;2024-09-14;;1;18;3;false
Edeka ;;67.02;33.51;2024-09-14;2024-09-14;;1;18;3;false
Vollcorner ;;47.87;23.935;2024-09-14;2024-09-14;;1;18;3;false
Netflix;;13.99;6.995;2024-09-10;2024-09-10;;2;20;3;false
Edeka ;;38.96;19.48;2024-09-10;2024-09-10;;1;18;3;false
Verkehrsmuseum;Milena & Kilian ;17;8.5;2024-09-08;2024-09-08;;1;15;3;false
Edeka ;;35.47;17.735;2024-09-07;2024-09-07;;1;18;3;false
